City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
471,Corvallis,US,44.5646,-123.262,44.08,83,6,2.42,clear sky
472,Richards Bay,ZA,-28.783,32.0377,70.77,91,98,6.46,overcast clouds
473,Bien Hoa,VN,10.95,106.8167,89.58,64,68,1.48,broken clouds
474,Pangai,TO,-19.8,-174.35,79.11,68,4,2.57,clear sky
475,Contamana,PE,-7.3333,-75.0167,68.41,98,98,1.36,overcast clouds
476,Tapes,BR,-30.6733,-51.3958,65.23,53,0,3.15,clear sky
477,Selfoss,IS,63.9331,-20.9971,44.04,79,97,17.0,overcast clouds
478,Ati,TD,13.2154,18.3353,70.83,23,0,8.5,clear sky
479,Sri Aman,MY,1.2376,111.4621,84.38,83,97,1.72,overcast clouds
480,Paso De Patria,AR,-27.2454,-58.5454,71.65,57,0,5.1,clear sky
481,Sabha,LY,27.0377,14.4283,59.02,36,2,6.8,clear sky
482,Mondorf-Les-Bains,LU,49.505,6.2811,52.34,93,75,16.11,broken clouds
483,Kaspiyskiy,RU,45.3929,47.3707,47.68,88,100,13.87,overcast clouds
484,Mata,PT,40.683,-7.4592,60.93,97,100,15.61,overcast clouds
485,Ojinaga,MX,29.5667,-104.4167,49.15,46,0,12.66,clear sky
486,La Ronge,CA,55.1001,-105.2842,13.91,91,100,17.45,light snow
487,Asheville,US,35.6009,-82.554,36.95,68,41,5.01,scattered clouds
488,Svetlyy,RU,54.675,20.1347,33.85,80,8,11.14,clear sky
489,Dalnerechensk,RU,45.9339,133.7225,32.0,70,6,4.68,clear sky
490,Goderich,CA,43.7501,-81.7165,35.91,78,100,13.29,snow
491,Consett,GB,54.854,-1.8316,48.36,88,100,12.93,overcast clouds
492,Turbat,PK,26.0023,63.044,77.9,23,0,8.12,clear sky
493,Kalachinsk,RU,55.0529,74.5751,11.88,89,100,8.7,overcast clouds
494,Brae,GB,60.3964,-1.353,47.5,79,100,39.24,overcast clouds
495,Asekeyevo,RU,53.5742,52.7972,23.88,96,100,6.89,overcast clouds
496,Gat,IL,31.61,34.7642,63.39,100,34,7.49,scattered clouds
497,Russell,US,32.3502,-85.1999,45.19,52,100,7.74,overcast clouds
498,Bar Harbor,US,44.3876,-68.2039,33.94,87,100,14.0,overcast clouds
499,Sakakah,SA,29.9697,40.2064,62.58,58,100,6.13,overcast clouds
500,Missoula,US,47.0166,-113.8009,18.0,89,100,2.75,snow
501,Ca Mau,VN,9.1769,105.15,87.66,64,65,11.41,broken clouds
502,El Carmen,CO,8.5106,-73.4478,67.95,98,100,3.96,overcast clouds
503,Ulagan,RU,50.6321,87.9563,22.21,68,77,3.29,broken clouds
504,Bose,IT,45.4612,8.0137,45.16,96,100,2.08,overcast clouds
505,Bam,IR,29.106,58.357,65.01,33,10,3.11,clear sky
506,Lukaya,UG,-0.1489,31.8748,62.78,93,84,4.36,light rain
507,Pangnirtung,CA,66.1451,-65.7125,-2.18,83,71,3.33,broken clouds
508,Madang,PG,-5.2246,145.7966,86.74,65,100,8.5,overcast clouds
509,Aquiraz,BR,-3.9014,-38.3911,80.69,74,30,10.27,scattered clouds
510,Santa Marta,CO,11.2408,-74.199,79.32,85,100,10.89,light rain
511,Polunochnoye,RU,60.8697,60.4153,-15.21,96,23,2.68,few clouds
512,Sabang,ID,5.8933,95.3214,81.91,74,100,18.92,overcast clouds
513,Lazurne,UA,46.084,32.5295,49.08,77,33,5.55,scattered clouds
514,Broken Hill,AU,-31.95,141.4333,66.85,29,0,7.83,clear sky
515,Ola,RU,59.5833,151.2833,5.14,92,100,7.74,light snow
516,Takanabe,JP,32.1333,131.5,64.56,49,100,1.77,overcast clouds
517,Tiznit,MA,29.5833,-9.5,60.55,32,19,2.21,few clouds
518,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,25.39,54,0,4.47,clear sky
519,Hualmay,PE,-11.0964,-77.6139,63.88,87,100,8.88,overcast clouds
520,Buta,CD,2.7858,24.73,69.78,98,100,2.51,overcast clouds
521,Dongying,CN,37.4564,118.4856,62.64,28,0,4.29,clear sky
522,Samana,DO,19.2056,-69.3369,76.96,81,11,7.78,few clouds
523,Paita,PE,-5.0892,-81.1144,64.58,85,91,12.64,overcast clouds
524,Vigrestad,NO,58.5667,5.7,44.28,74,90,33.17,overcast clouds
525,Half Moon Bay,US,37.4636,-122.4286,59.86,44,40,0.0,scattered clouds
526,Florianopolis,BR,-27.6146,-48.5012,63.63,72,0,9.22,clear sky
527,Bolivar,US,37.6145,-93.4105,26.91,73,1,6.64,clear sky
528,Tulun,RU,54.5611,100.5792,29.93,63,100,2.24,overcast clouds
529,Krasnoselkup,RU,65.7,82.4667,-22.36,100,50,4.03,scattered clouds
530,Shelburne,CA,44.0787,-80.2041,26.29,95,84,5.99,broken clouds
531,Ucluelet,CA,48.9329,-125.5528,45.45,67,5,2.95,clear sky
532,Formosa,AR,-26.1775,-58.1781,65.21,64,0,2.95,clear sky
533,Korla,CN,41.7597,86.1469,41.68,41,100,6.4,overcast clouds
534,Collie,AU,-33.3667,116.15,63.52,49,86,13.09,overcast clouds
535,Bogorodskoye,RU,56.55,37.8833,25.25,94,100,1.79,overcast clouds
536,Nhulunbuy,AU,-12.2333,136.7667,83.01,65,75,5.75,broken clouds
537,Sobolevo,RU,54.4299,31.8996,23.94,81,8,5.86,clear sky
538,Chaman,PK,30.9236,66.4512,54.5,31,0,1.34,clear sky
539,Sunland Park,US,31.7965,-106.58,42.49,52,0,10.0,clear sky
540,Nantucket,US,41.2835,-70.0995,43.14,81,41,26.37,scattered clouds
541,Pochutla,MX,15.7432,-96.4661,76.82,74,100,3.33,overcast clouds
542,Kenai,US,60.5544,-151.2583,32.14,74,0,9.22,clear sky
543,Wilmington,US,34.2257,-77.9447,50.92,91,0,4.61,clear sky
544,Okato,NZ,-39.2,173.8833,66.18,94,90,11.99,light rain
545,Qasigiannguit,GL,68.8193,-51.1922,17.85,91,100,4.12,overcast clouds
546,Evensk,RU,61.95,159.2333,-0.13,88,85,8.32,overcast clouds
547,La Romana,DO,18.4273,-68.9728,74.48,89,31,9.13,scattered clouds
548,Conde,BR,-7.2597,-34.9075,74.66,88,20,3.44,few clouds
549,Hambantota,LK,6.1241,81.1185,80.94,94,20,4.61,few clouds
550,Norman Wells,CA,65.282,-126.8329,13.5,86,100,4.61,overcast clouds
551,Mortka,RU,59.3322,66.0214,-13.07,97,26,1.48,scattered clouds
552,Aykhal,RU,66.0,111.5,-17.16,100,100,4.36,overcast clouds
553,Zhaodong,CN,46.0833,125.9833,40.06,49,17,11.43,few clouds
554,Sosnovka,RU,56.255,51.2842,18.07,94,100,5.7,overcast clouds
555,Ngama,TD,11.7833,17.1667,70.32,27,4,7.94,clear sky
556,Lavrentiya,RU,65.5833,-171.0,33.35,97,100,12.48,overcast clouds
557,Tignere,CM,7.3667,12.65,64.38,48,58,0.89,broken clouds
558,Assiniboia,CA,49.6334,-105.9845,14.23,91,100,19.46,light snow
559,Suyo,PH,16.9762,120.5254,89.47,46,9,5.82,clear sky
560,Lamu,KE,-2.2717,40.902,77.22,84,100,2.66,moderate rain
561,West Plains,US,36.7281,-91.8524,28.09,65,0,5.75,clear sky
562,Pokosnoye,RU,55.5258,101.0536,30.88,70,99,8.05,overcast clouds
563,Cap Malheureux,MU,-19.9842,57.6142,76.46,55,30,5.01,scattered clouds
564,Koulamoutou,GA,-1.1303,12.4736,69.01,99,100,1.12,overcast clouds
565,Bodh Gaya,IN,24.7,84.9833,75.58,42,0,4.83,clear sky
566,Salinas,US,36.6777,-121.6555,55.81,43,0,9.22,clear sky
567,Nanortalik,GL,60.1432,-45.2371,18.77,76,26,21.0,scattered clouds
568,Hurth,DE,50.8708,6.8676,52.56,87,75,17.27,broken clouds
569,Narsaq,GL,60.9167,-46.05,21.42,89,39,5.28,scattered clouds
570,Cosala,MX,24.4125,-106.6908,63.5,70,3,3.24,clear sky
571,Japura,ID,-0.3167,102.35,86.7,58,100,5.77,overcast clouds
572,Mongoumba,CF,3.6415,18.5936,69.49,87,85,3.04,overcast clouds
573,Dunedin,NZ,-45.8742,170.5036,55.8,99,100,6.24,overcast clouds
574,Pringsewu,ID,-5.3582,104.9744,80.38,82,97,4.85,overcast clouds
575,Marawi,PH,7.9986,124.2928,72.81,84,100,3.65,overcast clouds
576,Takaungu,KE,-3.6837,39.8566,75.96,87,96,2.1,moderate rain
577,Vredendal,ZA,-31.6683,18.5012,53.74,82,62,0.6,broken clouds
578,Kaz,RU,52.9113,87.3105,24.13,84,100,14.41,light snow
579,Umm Lajj,SA,25.0213,37.2685,74.03,55,100,9.84,overcast clouds
580,Hammerfest,NO,70.6634,23.6821,39.65,52,0,2.3,clear sky
581,Almaznyy,RU,48.0448,40.045,38.43,95,100,10.09,light rain
582,Enid,US,36.3956,-97.8784,31.3,79,0,0.0,clear sky
583,Igarka,RU,67.4667,86.5833,-31.49,100,12,4.52,few clouds
584,Vershino-Shakhtaminskiy,RU,51.3012,117.8868,24.22,77,100,8.99,overcast clouds
585,Escanaba,US,45.7453,-87.0646,30.51,93,100,3.62,overcast clouds
586,Llangefni,GB,53.2556,-4.3106,50.65,93,100,9.22,overcast clouds
587,Helong,CN,42.5397,128.9972,47.64,37,58,3.18,broken clouds
588,Portland,US,45.5234,-122.6762,40.03,70,0,13.0,clear sky
589,Souris,CA,49.6172,-100.2612,21.74,87,100,16.98,overcast clouds
590,Kiama,AU,-34.6833,150.8667,66.38,55,31,15.84,scattered clouds
591,Mpulungu,ZM,-8.7623,31.1141,73.27,75,97,3.13,overcast clouds
592,Mbandaka,CD,0.0487,18.2603,69.19,98,100,2.21,light rain
593,Lakhtar,IN,22.85,71.7833,79.23,22,0,9.42,clear sky
594,Manaure,CO,11.7751,-72.4445,79.95,85,100,13.06,overcast clouds
595,North Platte,US,41.1239,-100.7654,33.69,73,100,4.61,overcast clouds
596,Los Llanos De Aridane,ES,28.6585,-17.9182,67.12,28,0,11.01,clear sky
597,Eyl,SO,7.9803,49.8164,78.12,71,20,12.48,few clouds
598,Papara,BR,-3.9839,-38.7273,79.2,75,42,4.97,scattered clouds
599,Lhokseumawe,ID,5.1801,97.1507,83.73,73,100,4.65,overcast clouds
600,Okha,RU,53.5739,142.9478,22.95,77,14,8.41,few clouds
601,Nyurba,RU,63.2842,118.3319,5.32,92,100,3.96,overcast clouds
602,Xinzhou,CN,38.4092,112.7333,50.76,36,0,2.1,clear sky
603,Morehead,US,37.2711,-87.1764,30.99,65,0,3.44,clear sky
604,Dalbandin,PK,28.8947,64.4101,60.17,23,0,6.51,clear sky
605,Malakal,SS,9.5334,31.6605,72.25,37,9,4.7,clear sky
606,Dudinka,RU,69.4058,86.1778,-25.38,100,91,3.8,overcast clouds
607,Saint-Augustin,CA,51.226,-58.6502,24.3,86,100,3.09,overcast clouds
608,Mgandu,TZ,-5.95,34.1333,65.79,67,80,3.44,broken clouds
609,Tamandare,BR,-8.7597,-35.1047,75.7,86,30,4.56,scattered clouds
610,Zonguldak,TR,41.25,31.8333,43.09,60,61,5.44,broken clouds
611,Kemijarvi,FI,66.7131,27.4306,16.21,95,68,1.07,broken clouds
612,Monywa,MM,22.1167,95.1333,78.42,56,0,8.72,clear sky
613,Rio Grande,BR,-32.035,-52.0986,66.4,69,0,6.58,clear sky
614,Scarborough,GB,54.2797,-0.4044,49.78,92,100,8.99,moderate rain
615,Ulladulla,AU,-35.35,150.4667,61.84,56,9,13.56,clear sky
616,Nkhata Bay,MW,-11.6066,34.2907,74.26,75,7,3.62,light rain
617,Palauig,PH,15.435,119.9045,86.47,63,88,4.05,overcast clouds
618,Kuminskiy,RU,58.6667,66.5667,-14.64,97,21,2.91,few clouds
619,Mercedes,AR,-34.6515,-59.4307,74.79,41,82,9.06,broken clouds
620,Ariquemes,BR,-9.9133,-63.0408,71.82,94,89,1.05,overcast clouds
621,Afogados Da Ingazeira,BR,-7.7508,-37.6392,74.01,66,20,7.43,few clouds
622,Liverpool,GB,53.4106,-2.9779,48.15,96,100,9.22,light rain
623,Buenaventura,CO,3.8801,-77.0312,74.46,98,100,2.24,heavy intensity rain
624,Saint-Denis,FR,48.9167,2.3333,55.18,83,75,21.85,light rain
625,Sirpur,IN,19.4833,79.6,72.39,49,24,4.21,few clouds
626,Omboue,GA,-1.5746,9.2618,74.59,90,91,8.46,moderate rain
627,Urumqi,CN,43.801,87.6005,29.35,100,100,4.47,fog
628,Hoorn,NL,52.6431,5.0578,52.93,92,100,27.76,overcast clouds
629,Upata,VE,8.0086,-62.3989,70.16,96,100,3.42,overcast clouds
630,Brodokalmak,RU,55.5748,62.082,5.9,98,29,3.38,scattered clouds
631,Rupert,US,42.6191,-113.6772,19.35,93,40,4.61,scattered clouds
632,Champasak,LA,14.75,106.0,92.44,47,4,1.39,clear sky
633,Rengasdengklok,ID,-6.1592,107.2981,77.13,90,100,1.1,light rain
634,Svetlaya,RU,46.5389,138.3297,35.06,51,7,3.8,clear sky
635,Tabuk,PH,17.4189,121.4443,84.92,63,42,2.51,scattered clouds
636,Santa Eulalia,PE,-11.85,-76.6833,36.0,64,100,0.81,overcast clouds
637,Penzance,GB,50.1186,-5.5371,48.88,75,40,17.07,scattered clouds
638,Road Town,VG,18.4167,-64.6167,78.89,73,1,16.31,clear sky
639,Puerto Baquerizo Moreno,EC,-0.9,-89.6,70.57,79,100,9.53,overcast clouds
640,Lazaro Cardenas,MX,17.9583,-102.2,76.53,87,0,2.73,clear sky
641,Palana,RU,59.1167,159.9667,20.48,91,100,13.62,light snow
642,Inzer,RU,54.2167,57.5556,11.05,97,67,2.84,broken clouds
643,Buchanan,LR,5.8808,-10.0467,75.97,88,27,1.9,scattered clouds
644,Bedesa,ET,8.9,40.7833,59.92,43,4,1.92,clear sky
645,Powassan,CA,46.0334,-79.3496,23.0,76,96,3.29,overcast clouds
646,Honiara,SB,-9.4333,159.95,84.0,75,68,1.07,light rain
647,Ambilobe,MG,-13.2,49.05,76.8,77,99,3.0,overcast clouds
648,Dzilam Gonzalez,MX,21.2833,-88.9333,73.74,91,33,4.83,scattered clouds
649,Ossora,RU,59.2353,163.0719,17.28,80,2,6.26,clear sky
650,Setermoen,NO,68.861,18.3486,30.43,40,13,7.81,few clouds
651,Benjamin Aceval,PY,-24.9667,-57.5667,64.54,69,0,3.47,clear sky
652,Iskilip,TR,40.7353,34.4739,41.7,66,7,3.74,clear sky
653,Omsukchan,RU,62.5333,155.8,-24.2,93,13,3.06,few clouds
654,Irinjalakuda,IN,10.3333,76.2333,82.29,67,64,2.37,broken clouds
655,Pocatello,US,42.8713,-112.4455,21.11,89,100,4.61,mist
656,Lulea,SE,65.5842,22.1547,8.67,92,53,3.44,broken clouds
657,Touros,BR,-5.1989,-35.4608,77.85,72,4,11.3,clear sky
658,Choix,MX,26.7092,-108.3219,63.55,60,4,2.89,clear sky
659,Sola,VU,-13.8833,167.55,82.69,70,15,6.64,few clouds
660,Atar,MR,20.5169,-13.0499,74.14,23,0,9.28,clear sky
661,Syracuse,IT,37.0881,15.2792,60.17,71,57,11.81,broken clouds
662,Shimoda,JP,34.6667,138.95,60.1,55,99,7.14,overcast clouds
663,Golpayegan,IR,33.4537,50.2884,48.94,75,100,4.97,light rain
664,Homer,US,59.6425,-151.5483,44.76,86,100,8.01,overcast clouds
665,Mchinji,MW,-13.7984,32.8802,67.53,72,7,3.06,clear sky
666,Sorong,ID,-0.8833,131.25,84.22,73,39,6.71,scattered clouds
667,Arman,RU,59.7,150.1667,5.02,87,100,7.78,overcast clouds
668,Yarensk,RU,62.1675,49.0916,9.3,95,7,2.77,clear sky
669,Sidi Ali,DZ,36.0998,0.4206,64.08,85,96,21.99,overcast clouds
670,Bilibino,RU,68.0546,166.4372,-9.76,100,93,1.54,overcast clouds
671,Guajara,BR,-2.9667,-57.6667,79.7,66,73,1.99,broken clouds
672,Minab,IR,27.1467,57.0801,78.21,60,5,0.56,clear sky
673,Grootfontein,NA,-19.5667,18.1167,71.15,55,92,4.88,overcast clouds
674,Maple Creek,CA,49.9168,-109.4848,15.89,94,100,19.66,light snow
675,Gorontalo,ID,0.5412,123.0595,84.38,74,100,2.82,overcast clouds
676,Rocha,UY,-34.4833,-54.3333,58.89,80,16,8.34,few clouds
677,San Pedro,PH,14.35,121.0167,90.32,70,40,6.91,scattered clouds
678,Uige,AO,-7.6087,15.0613,63.68,92,100,1.25,overcast clouds
679,Embonas,GR,36.2269,27.8564,55.53,76,5,8.05,clear sky
680,Storm Lake,US,42.6411,-95.2097,21.42,79,100,12.66,overcast clouds
681,Sayyan,YE,15.1718,44.3244,52.12,40,5,3.62,clear sky
682,Teknaf,BD,20.8624,92.3058,80.01,49,0,4.21,clear sky
683,Itapora,BR,-22.0799,-54.7874,63.9,72,0,5.64,clear sky
684,Khandyga,RU,62.6667,135.6,-26.37,91,20,1.3,few clouds
685,Viedma,AR,-40.8135,-62.9967,56.93,64,0,11.99,clear sky
686,Yelizovo,RU,53.1873,158.3805,26.74,53,0,4.47,clear sky
687,Kaoma,ZM,-14.7833,24.8,62.24,93,5,1.92,clear sky
688,Port Keats,AU,-14.25,129.55,85.44,66,63,7.31,broken clouds
689,Berdigestyakh,RU,62.0989,126.6992,-10.28,88,93,8.5,overcast clouds
690,Pecos,US,31.4229,-103.4932,44.31,39,75,4.61,broken clouds
691,Elesbao Veloso,BR,-6.2019,-42.1403,77.11,48,43,2.19,scattered clouds
692,Nouakchott,MR,18.0858,-15.9785,80.64,47,63,7.96,broken clouds
693,Tsubame,JP,37.65,138.9333,54.84,66,97,3.91,overcast clouds
694,Batsfjord,NO,70.6345,29.7185,38.98,44,16,9.22,few clouds
695,Raul Soares,BR,-20.1022,-42.4519,68.49,95,100,1.23,light rain
696,Brejinho,BR,-6.1908,-35.3567,76.3,84,59,5.61,broken clouds
697,Labytnangi,RU,66.6572,66.4183,5.11,88,48,7.78,scattered clouds
698,North Battleford,CA,52.7834,-108.2847,15.4,79,100,18.41,haze
699,Gambela,ET,8.25,34.5833,70.93,69,8,3.71,clear sky
700,Sarandi,BR,-23.4436,-51.8739,62.96,69,0,4.99,clear sky
701,Mount Isa,AU,-20.7333,139.5,89.37,18,58,14.97,broken clouds
702,Kabare,CD,-2.4683,28.8242,61.09,98,100,0.27,light rain
703,Torrington,US,41.8007,-73.1212,38.7,89,91,1.99,overcast clouds
704,Emborion,GR,40.4833,21.55,51.3,90,100,6.04,overcast clouds
705,Ugoofaaru,MV,5.6667,73.0,81.54,75,98,9.86,overcast clouds
706,Camiri,BO,-20.05,-63.5167,69.15,54,100,1.34,overcast clouds
707,Storforshei,NO,66.4043,14.5233,34.32,30,10,5.1,clear sky
708,Sinnamary,GF,5.3833,-52.95,77.81,86,100,7.45,overcast clouds
709,Nelson Bay,AU,-32.7167,152.15,68.05,57,5,10.0,clear sky
